index	author	title	pages	year	booktitle	source	ee	crossref	url	editor	publisher	series	volume	isbn	cdrom	cite	<cyfunction Entity at 0x10ed74c00>	note	journal	number	abstract	keywords	citation_count	author_processed	keywords_processed	citation_count_processed	abstract_processed	title_processed
7380	['Jeremy Warner', 'Ben Lafreniere', 'George W. Fitzmaurice', 'Tovi Grossman']	ElectroTutor: Test-Driven Physical Computing Tutorials.	435-446	2018	UIST	UIST	['https://doi.org/10.1145/3242587.3242591']	conf/uist/2018	['db/conf/uist/uist2018.html#WarnerLFG18']												A wide variety of tools for creating physical computing systems have been developed, but getting started in this domain remains challenging for novices. In this paper, we introduce test-driven physical computing tutorials, a novel application of interactive tutorial systems to better support users in building and programming physical computing systems. These tutorials inject interactive tests into the tutorial process to help users verify and understand individual steps before proceeding. We begin by presenting a taxonomy of the types of tests that can be incorporated into physical computing tutorials. We then present ElectroTutor, a tutorial system that implements a range of tests for both the software and physical aspects of a physical computing system. A user study suggests that ElectroTutor can improve users' success and confidence when completing a tutorial, and save them time by reducing the need to backtrack and troubleshoot errors made on previous tutorial steps.	['Graphical user interfaces', 'Interaction design', 'Interactive systems and tools', 'Human computer interaction (HCI)', 'Human-centered computing', 'Interaction paradigms']	7	['Jeremy Warner', 'Ben Lafreniere', 'George W. Fitzmaurice', 'Tovi Grossman']	['Graphical User Interfaces', 'Interaction Design', 'Human-centered Computing', 'Interactive Systems And Tools', 'Human Computer Interaction', 'Interaction Paradigms']	7.0	A wide variety of tools for creating physical computing systems have been developed, but getting started in this domain remains challenging for novices. In this paper, we introduce test-driven physical computing tutorials, a novel application of interactive tutorial systems to better support users in building and programming physical computing systems. These tutorials inject interactive tests into the tutorial process to help users verify and understand individual steps before proceeding. We begin by presenting a taxonomy of the types of tests that can be incorporated into physical computing tutorials. We then present ElectroTutor, a tutorial system that implements a range of tests for both the software and physical aspects of a physical computing system. A user study suggests that ElectroTutor can improve users' success and confidence when completing a tutorial, and save them time by reducing the need to backtrack and troubleshoot errors made on previous tutorial steps.	ElectroTutor: Test-Driven Physical Computing Tutorials.
7381	['Thomas Langerak', 'Juan Jos', 'Velko Vechev', 'David Lindlbauer', 'Daniele Panozzo', 'Otmar Hilliges']	Optimal Control for Electromagnetic Haptic Guidance Systems.	951-965	2020	UIST	UIST	['https://doi.org/10.1145/3379337.3415593']	conf/uist/2020	['db/conf/uist/uist2020.html#LangerakZVLPH20']												We introduce an optimal control method for electromagnetic haptic guidance systems. Our real-time approach assists users in pen-based tasks such as drawing, sketching or designing. The key to our control method is that it guides users, yet does not take away agency. Existing approaches force the stylus to a continuously advancing setpoint on a target trajectory, leading to undesirable behavior such as loss of haptic guidance or unintended snapping. Our control approach, in contrast, gently pulls users towards the target trajectory, allowing them to always easily override the system to adapt their input spontaneously and draw at their own speed. To achieve this flexible guidance, our optimization iteratively predicts the motion of an input device such as a pen, and adjusts the position and strength of an underlying dynamic electromagnetic actuator accordingly. To enable real-time computation, we additionally introduce a novel and fast approximate model of an electromagnet. We demonstrate the applicability of our approach by implementing it on a prototypical hardware platform based on an electromagnet moving on a bi-axial linear stage, as well as a set of applications. Experimental results show that our approach is more accurate and preferred by users compared to open-loop and time-dependent closed-loop approaches.	['Communication hardware', 'Hardware', 'Interaction devices', 'Tactile and hand-based interfaces', 'Haptic devices', 'Human computer interaction (HCI)', 'Human-centered computing']	1	['Thomas Langerak', 'Juan Jos', 'Velko Vechev', 'David Lindlbauer', 'Daniele Panozzo', 'Otmar Hilliges']	['Human-centered Computing', 'Hardware', 'Tactile And Hand-based Interfaces', 'Communication Hardware', 'Interaction Devices', 'Human Computer Interaction', 'Haptic Devices']	1.0	We introduce an optimal control method for electromagnetic haptic guidance systems. Our real-time approach assists users in pen-based tasks such as drawing, sketching or designing. The key to our control method is that it guides users, yet does not take away agency. Existing approaches force the stylus to a continuously advancing setpoint on a target trajectory, leading to undesirable behavior such as loss of haptic guidance or unintended snapping. Our control approach, in contrast, gently pulls users towards the target trajectory, allowing them to always easily override the system to adapt their input spontaneously and draw at their own speed. To achieve this flexible guidance, our optimization iteratively predicts the motion of an input device such as a pen, and adjusts the position and strength of an underlying dynamic electromagnetic actuator accordingly. To enable real-time computation, we additionally introduce a novel and fast approximate model of an electromagnet. We demonstrate the applicability of our approach by implementing it on a prototypical hardware platform based on an electromagnet moving on a bi-axial linear stage, as well as a set of applications. Experimental results show that our approach is more accurate and preferred by users compared to open-loop and time-dependent closed-loop approaches.	Optimal Control for Electromagnetic Haptic Guidance Systems.
7383	['Jan Wielemaker', 'Anjo Anjewierden']	Separating user interface and functionality using a frame based data model.	25-33	1989	UIST	UIST	['https://doi.org/10.1145/73660.73664']	conf/uist/1989	['db/conf/uist/uist1989.html#WielemakerA89']												The separation between user interface and functionality found in many screen editors is generalized to handle a data model based on frames and binary relations. This paper describes a User Interface Management System (UIMS) based on the data model. The UIMS is capable of maintaining different and simultaneous representations of the same application data objects. The functionality and user interface are implemented on top of a small object oriented programming system. This allows the UIMS to be simple and independent of the graphics software and hardware as well as the data representation used by the application programs.	['Professional topics', 'System management', 'Software and its engineering', 'Development frameworks and environments', 'Social and professional topics', 'Management of computing and information systems', 'Integrated and visual development environments', 'File systems management', 'Software notations and tools']	4	['Jan Wielemaker', 'Anjo Anjewierden']	['Software Notations And Tools', 'Professional Topics', 'File Systems Management', 'System Management', 'Social And Professional Topics', 'Development Frameworks And Environments', 'Management Of Computing And Information Systems', 'Software And Its Engineering', 'Integrated And Visual Development Environments']	4.0	The separation between user interface and functionality found in many screen editors is generalized to handle a data model based on frames and binary relations. This paper describes a User Interface Management System (UIMS) based on the data model. The UIMS is capable of maintaining different and simultaneous representations of the same application data objects. The functionality and user interface are implemented on top of a small object oriented programming system. This allows the UIMS to be simple and independent of the graphics software and hardware as well as the data representation used by the application programs.	Separating user interface and functionality using a frame based data model.
7384	['Shwetak N. Patel', 'Gregory D. Abowd']	Blui: low-cost localized blowable user interfaces.	217-220	2007	UIST	UIST	['https://doi.org/10.1145/1294211.1294250']	conf/uist/2007	['db/conf/uist/uist2007.html#PatelA07']												We describe a unique form of hands-free interaction that can be implemented on most commodity computing platforms. Our approach supports blowing at a laptop or computer screen to directly control certain interactive applications. Localization estimates are produced in real-time to determine where on the screen the person is blowing. Our approach relies solely on a single microphone, such as those already embedded in a standard laptop or one placed near a computer monitor, which makes our approach very cost-effective and easy-to-deploy. We show example interaction techniques that leverage this approach.	['Graphical user interfaces', 'Human computer interaction (HCI)', 'Human-centered computing', 'Interaction paradigms']	28	['Shwetak N. Patel', 'Gregory D. Abowd']	['Graphical User Interfaces', 'Human Computer Interaction', 'Interaction Paradigms', 'Human-centered Computing']	28.0	We describe a unique form of hands-free interaction that can be implemented on most commodity computing platforms. Our approach supports blowing at a laptop or computer screen to directly control certain interactive applications. Localization estimates are produced in real-time to determine where on the screen the person is blowing. Our approach relies solely on a single microphone, such as those already embedded in a standard laptop or one placed near a computer monitor, which makes our approach very cost-effective and easy-to-deploy. We show example interaction techniques that leverage this approach.	Blui: low-cost localized blowable user interfaces.
7385	['Paul Strohmeier', 'Seref G', 'Luis Herres', 'Dennis Gudea', 'Bruno Fruchard', 'J']	bARefoot: Generating Virtual Materials using Motion Coupled Vibration in Shoes.	579-593	2020	UIST	UIST	['https://doi.org/10.1145/3379337.3415828']	conf/uist/2020	['db/conf/uist/uist2020.html#StrohmeierGHGFS20']												Many features of materials can be experienced through tactile cues, even using one's feet. For example, one can easily distinguish between moss and stone without looking at the ground. However, this type of material experience is largely not supported in AR and VR applications. We present bARefoot, a prototype shoe providing tactile impulses tightly coupled to motor actions. This enables generating virtual material experiences such as compliance, elasticity, or friction. To explore the parameter space of such sensorimotor coupled vibrations, we present a design tool enabling rapid design of virtual materials. We report initial explorations to increase understanding of how parameters can be optimized for generating compliance, and to examine the effect of dynamic parameters on material experiences. Finally, we present a series of use cases that demonstrate the potential of bARefoot for VR and AR.	['Human computer interaction (HCI)', 'Human-centered computing', 'Interaction devices', 'Haptic devices']	0	['Paul Strohmeier', 'Seref G', 'Luis Herres', 'Dennis Gudea', 'Bruno Fruchard', 'J']	['Interaction Devices', 'Human Computer Interaction', 'Haptic Devices', 'Human-centered Computing']	0.0	Many features of materials can be experienced through tactile cues, even using one's feet. For example, one can easily distinguish between moss and stone without looking at the ground. However, this type of material experience is largely not supported in AR and VR applications. We present bARefoot, a prototype shoe providing tactile impulses tightly coupled to motor actions. This enables generating virtual material experiences such as compliance, elasticity, or friction. To explore the parameter space of such sensorimotor coupled vibrations, we present a design tool enabling rapid design of virtual materials. We report initial explorations to increase understanding of how parameters can be optimized for generating compliance, and to examine the effect of dynamic parameters on material experiences. Finally, we present a series of use cases that demonstrate the potential of bARefoot for VR and AR.	bARefoot: Generating Virtual Materials using Motion Coupled Vibration in Shoes.
7386	['Andreas Paepcke', 'Bianca Soto', 'Leila Takayama', 'Frank Koenig', 'Blaise Gassend']	Yelling in the hall: using sidetone to address a problem with mobile remote presence systems.	107-116	2011	UIST	UIST	['https://doi.org/10.1145/2047196.2047209']	conf/uist/2011	['db/conf/uist/uist2011.html#PaepckeSTKG11']												In our field deployments of mobile remote presence (MRP) systems in offices, we observed that remote operators of MRPs often unintentionally spoke too loudly. This disrupted their local co-workers, who happened to be within earshot of the MRP system. To address this issue, we prototyped and empirically evaluated the effect of sidetone to help operators self regulate their speaking loudness. Sidetone is the intentional, attenuated feedback of speakers' voices to their ears while they are using a telecommunication device. In a 3-level (no sidetone vs. low sidetone vs. high sidetone) within- participants pair of experiments, people interacted with a confederate through an MRP system. The first experiment involved MRP operators using headsets with boom microphones (N=20). The second experiment involved MRP operators using loudspeakers and desktop microphones (N=14). While we detected the effects of the sidetone manipulation in our audio-visual context, the effect was attenuated in comparison to earlier audio-only studies. We hypothesize that the strong visual component of our MRP system interferes with the sidetone effect. We also found that engaging in more social tasks (e.g., a getting-to-know-you activity) and more intellectually demanding tasks (e.g., a creativity exercise) influenced how loudly people spoke. This suggests that testing such sidetone effects in the typical read-aloud setting is insufficient for generalizing to more interactive, communication tasks. We conclude that MRP application support must reach beyond the time honored audio-only technologies to solve the problem of excessive speaker loudness.	['Interaction techniques', 'Human computer interaction (HCI)', 'Auditory feedback', 'Human-centered computing']	15	['Andreas Paepcke', 'Bianca Soto', 'Leila Takayama', 'Frank Koenig', 'Blaise Gassend']	['Human Computer Interaction', 'Human-centered Computing', 'Auditory Feedback', 'Interaction Techniques']	15.0	In our field deployments of mobile remote presence (MRP) systems in offices, we observed that remote operators of MRPs often unintentionally spoke too loudly. This disrupted their local co-workers, who happened to be within earshot of the MRP system. To address this issue, we prototyped and empirically evaluated the effect of sidetone to help operators self regulate their speaking loudness. Sidetone is the intentional, attenuated feedback of speakers' voices to their ears while they are using a telecommunication device. In a 3-level (no sidetone vs. low sidetone vs. high sidetone) within- participants pair of experiments, people interacted with a confederate through an MRP system. The first experiment involved MRP operators using headsets with boom microphones (N=20). The second experiment involved MRP operators using loudspeakers and desktop microphones (N=14). While we detected the effects of the sidetone manipulation in our audio-visual context, the effect was attenuated in comparison to earlier audio-only studies. We hypothesize that the strong visual component of our MRP system interferes with the sidetone effect. We also found that engaging in more social tasks (e.g., a getting-to-know-you activity) and more intellectually demanding tasks (e.g., a creativity exercise) influenced how loudly people spoke. This suggests that testing such sidetone effects in the typical read-aloud setting is insufficient for generalizing to more interactive, communication tasks. We conclude that MRP application support must reach beyond the time honored audio-only technologies to solve the problem of excessive speaker loudness.	Yelling in the hall: using sidetone to address a problem with mobile remote presence systems.
7387	['Clifton Forlines', 'Daniel Vogel 0001', 'Ravin Balakrishnan']	HybridPointing: fluid switching between absolute and relative pointing with a direct input device.	211-220	2006	UIST	UIST	['https://doi.org/10.1145/1166253.1166286']	conf/uist/2006	['db/conf/uist/uist2006.html#ForlinesVB06']												"We present HybridPointing, a technique that lets users easily switch between absolute and relative pointing with a direct input device such as a pen. Our design includes a new graphical element, the Trailing Widget, which remains ""close at hand"" but does not interfere with normal cursor operation. The use of visual feedback to aid the user's understanding of input state is discussed, and several novel visual aids are presented. An experiment conducted on a large, wall-sized display validates the benefits of HybridPointing under certain conditions. We also discuss other situations in which HybridPointing may be useful. Finally, we present an extension to our technique that allows for switching between absolute and relative input in the middle of a single drag-operation."	['Graphical user interfaces', 'Human computer interaction (HCI)', 'Human-centered computing', 'Interaction paradigms']	77	['Clifton Forlines', 'Daniel Vogel 0001', 'Ravin Balakrishnan']	['Graphical User Interfaces', 'Human Computer Interaction', 'Interaction Paradigms', 'Human-centered Computing']	77.0	"We present HybridPointing, a technique that lets users easily switch between absolute and relative pointing with a direct input device such as a pen. Our design includes a new graphical element, the Trailing Widget, which remains ""close at hand"" but does not interfere with normal cursor operation. The use of visual feedback to aid the user's understanding of input state is discussed, and several novel visual aids are presented. An experiment conducted on a large, wall-sized display validates the benefits of HybridPointing under certain conditions. We also discuss other situations in which HybridPointing may be useful. Finally, we present an extension to our technique that allows for switching between absolute and relative input in the middle of a single drag-operation."	HybridPointing: fluid switching between absolute and relative pointing with a direct input device.
7388	['Jessalyn Alvina', 'Joseph W. Malloch', 'Wendy E. Mackay']	Expressive Keyboards: Enriching Gesture-Typing on Mobile Devices.	583-593	2016	UIST	UIST	['https://doi.org/10.1145/2984511.2984560']	conf/uist/2016	['db/conf/uist/uist2016.html#AlvinaMM16']												"Gesture-typing is an efficient, easy-to-learn, and errortolerant technique for entering text on software keyboards. Our goal is to ""recycle"" users' otherwise-unused gesture variation to create rich output under the users' control, without sacrificing accuracy. Experiment 1 reveals a high level of existing gesture variation, even for accurate text, and shows that users can consciously vary their gestures under different conditions. We designed an Expressive Keyboard for a smart phone which maps input gesture features identified in Experiment 1 to a continuous output parameter space, i.e. RGB color. Experiment 2 shows that users can consciously modify their gestures, while retaining accuracy, to generate specific colors as they gesture-type. Users are more successful when they focus on output characteristics (such as red) rather than input characteristics (such as curviness). We designed an app with a dynamic font engine that continuously interpolates between several typefaces, as well as controlling weight and random variation. Experiment 3 shows that, in the context of a more ecologically-valid conversation task, users enjoy generating multiple forms of rich output. We conclude with suggestions for how the Expressive Keyboard approach can enhance a wide variety of gesture recognition applications."	['Human computer interaction (HCI)', 'Human-centered computing']	9	['Jessalyn Alvina', 'Joseph W. Malloch', 'Wendy E. Mackay']	['Human Computer Interaction', 'Human-centered Computing']	9.0	"Gesture-typing is an efficient, easy-to-learn, and errortolerant technique for entering text on software keyboards. Our goal is to ""recycle"" users' otherwise-unused gesture variation to create rich output under the users' control, without sacrificing accuracy. Experiment 1 reveals a high level of existing gesture variation, even for accurate text, and shows that users can consciously vary their gestures under different conditions. We designed an Expressive Keyboard for a smart phone which maps input gesture features identified in Experiment 1 to a continuous output parameter space, i.e. RGB color. Experiment 2 shows that users can consciously modify their gestures, while retaining accuracy, to generate specific colors as they gesture-type. Users are more successful when they focus on output characteristics (such as red) rather than input characteristics (such as curviness). We designed an app with a dynamic font engine that continuously interpolates between several typefaces, as well as controlling weight and random variation. Experiment 3 shows that, in the context of a more ecologically-valid conversation task, users enjoy generating multiple forms of rich output. We conclude with suggestions for how the Expressive Keyboard approach can enhance a wide variety of gesture recognition applications."	Expressive Keyboards: Enriching Gesture-Typing on Mobile Devices.
7389	['Fabrizio Pece', 'Juan Jose Zarate', 'Velko Vechev', 'Nadine Besse', 'Olexandr Gudozhnik', 'Herbert Shea', 'Otmar Hilliges']	MagTics: Flexible and Thin Form Factor Magnetic Actuators for Dynamic and Wearable Haptic Feedback.	143-154	2017	UIST	UIST	['https://doi.org/10.1145/3126594.3126609']	conf/uist/2017	['db/conf/uist/uist2017.html#PeceZVBGSH17']												We present MagTics, a novel flexible and wearable haptic interface based on magnetically actuated bidirectional tactile pixels (taxels). MagTics' thin form factor and flexibility allows for rich haptic feedback in mobile settings. We propose a novel actuation mechanism based on bistable electromagnetic latching that combines high frame rate and holding force with low energy consumption and a soft and flexible form factor. We overcome limitations of traditional soft actuators by placing several hard actuation cells, driven by flexible printed electronics, in a soft 3D printed case. A novel EM-shielding prevents magnet-magnet interactions and allows for high actuator densities. A prototypical implementation comprising of 4 actuated pins on a 1.7 cm pitch, with 2 mm travel, and generating 160 mN to 200 mN of latching force is used to implement a number of compelling application scenarios including adding haptic and tactile display capabilities to wearable devices, to existing input devices and to provide localized haptic feedback in virtual reality. Finally, we report results of a psychophysical study, conducted to inform future developments and to identify possible application domains.	['Human computer interaction (HCI)', 'Human-centered computing']	19	['Fabrizio Pece', 'Juan Jose Zarate', 'Velko Vechev', 'Nadine Besse', 'Olexandr Gudozhnik', 'Herbert Shea', 'Otmar Hilliges']	['Human Computer Interaction', 'Human-centered Computing']	19.0	We present MagTics, a novel flexible and wearable haptic interface based on magnetically actuated bidirectional tactile pixels (taxels). MagTics' thin form factor and flexibility allows for rich haptic feedback in mobile settings. We propose a novel actuation mechanism based on bistable electromagnetic latching that combines high frame rate and holding force with low energy consumption and a soft and flexible form factor. We overcome limitations of traditional soft actuators by placing several hard actuation cells, driven by flexible printed electronics, in a soft 3D printed case. A novel EM-shielding prevents magnet-magnet interactions and allows for high actuator densities. A prototypical implementation comprising of 4 actuated pins on a 1.7 cm pitch, with 2 mm travel, and generating 160 mN to 200 mN of latching force is used to implement a number of compelling application scenarios including adding haptic and tactile display capabilities to wearable devices, to existing input devices and to provide localized haptic feedback in virtual reality. Finally, we report results of a psychophysical study, conducted to inform future developments and to identify possible application domains.	MagTics: Flexible and Thin Form Factor Magnetic Actuators for Dynamic and Wearable Haptic Feedback.
7390	['Paul H. Dietz', 'Benjamin D. Eidelson', 'Jonathan Westhues', 'Steven Bathiche']	A practical pressure sensitive computer keyboard.	55-58	2009	UIST	UIST	['https://doi.org/10.1145/1622176.1622187']	conf/uist/2009	['db/conf/uist/uist2009.html#DietzEWB09']												A pressure sensitive computer keyboard is presented that independently senses the force level on every depressed key. The design leverages existing membrane technologies and is suitable for low-cost, high-volume manufacturing. A number of representative applications are discussed.	['Touch screens', 'Human computer interaction (HCI)', 'Human-centered computing', 'Interaction devices']	39	['Paul H. Dietz', 'Benjamin D. Eidelson', 'Jonathan Westhues', 'Steven Bathiche']	['Interaction Devices', 'Human Computer Interaction', 'Touch Screens', 'Human-centered Computing']	39.0	A pressure sensitive computer keyboard is presented that independently senses the force level on every depressed key. The design leverages existing membrane technologies and is suitable for low-cost, high-volume manufacturing. A number of representative applications are discussed.	A practical pressure sensitive computer keyboard.
7391	['Richard Mortier', 'Tom Rodden', 'Peter Tolmie', 'Tom Lodge', 'Robert Spencer', 'Andy Crabtree', 'Joe Sventek', 'Alexandros Koliousis']	Homework: putting interaction into the infrastructure.	197-206	2012	UIST	UIST	['https://doi.org/10.1145/2380116.2380143']	conf/uist/2012	['db/conf/uist/uist2012.html#MortierRTLSCSK12']												This paper presents a user driven redesign of the domestic network infrastructure that draws upon a series of ethnographic studies of home networks. We present an infrastructure based around a purpose built access point that has modified the handling of protocols and services to reflect the interactive needs of the home. The developed infrastructure offers a novel measurement framework that allows a broad range of infrastructure information to be easily captured and made available to interactive applications. This is complemented by a diverse set of novel interactive control mechanisms and interfaces for the underlying infrastructure. We also briefly reflect on the technical and user issues arising from deployments.	['Human computer interaction (HCI)', 'Human-centered computing']	19	['Richard Mortier', 'Tom Rodden', 'Peter Tolmie', 'Tom Lodge', 'Robert Spencer', 'Andy Crabtree', 'Joe Sventek', 'Alexandros Koliousis']	['Human Computer Interaction', 'Human-centered Computing']	19.0	This paper presents a user driven redesign of the domestic network infrastructure that draws upon a series of ethnographic studies of home networks. We present an infrastructure based around a purpose built access point that has modified the handling of protocols and services to reflect the interactive needs of the home. The developed infrastructure offers a novel measurement framework that allows a broad range of infrastructure information to be easily captured and made available to interactive applications. This is complemented by a diverse set of novel interactive control mechanisms and interfaces for the underlying infrastructure. We also briefly reflect on the technical and user issues arising from deployments.	Homework: putting interaction into the infrastructure.
7392	['Kento Miyaoku', 'Suguru Higashino', 'Yoshinobu Tonomura']	C-blink: a hue-difference-based light signal marker for large screen interaction via any mobile terminal.	147-156	2004	UIST	UIST	['https://doi.org/10.1145/1029632.1029657']	conf/uist/2004	['db/conf/uist/uist2004.html#MiyaokuHT04']												"To enable common mobile terminals to interact with contents shown on large screens, we propose ""C-Blink"", a new light signal marker method that uses the color liquid-crystal display of a mobile terminal as a visible light source. We overcome the performance limitations of such displays by developing a hue-difference-blink technique. In combination with a screen-side sensor, we describe a system that detects and receives light signal markers sent by cell phone displays. Evaluations of a prototype system confirm that C-Blink performs well under common indoor lighting. The C-Blink program can be installed in any mobile terminal that has a color display, and the installation costs are small. C-Blink is a very useful way of enabling ubiquitous large screens to become interfaces for mobile terminals."	['Communication hardware', 'Touch screens', 'Graphics systems and interfaces', 'Signal processing systems', 'Computer vision', 'Interaction devices', 'Computing methodologies', 'Computer graphics', 'Artificial intelligence', 'Hardware', 'Graphics input devices', 'Human computer interaction (HCI)', 'Human-centered computing']	40	['Kento Miyaoku', 'Suguru Higashino', 'Yoshinobu Tonomura']	['Graphics Input Devices', 'Touch Screens', 'Computing Methodologies', 'Computer Vision', 'Artificial Intelligence', 'Human-centered Computing', 'Hardware', 'Graphics Systems And Interfaces', 'Communication Hardware', 'Computer Graphics', 'Signal Processing Systems', 'Interaction Devices', 'Human Computer Interaction']	40.0	"To enable common mobile terminals to interact with contents shown on large screens, we propose ""C-Blink"", a new light signal marker method that uses the color liquid-crystal display of a mobile terminal as a visible light source. We overcome the performance limitations of such displays by developing a hue-difference-blink technique. In combination with a screen-side sensor, we describe a system that detects and receives light signal markers sent by cell phone displays. Evaluations of a prototype system confirm that C-Blink performs well under common indoor lighting. The C-Blink program can be installed in any mobile terminal that has a color display, and the installation costs are small. C-Blink is a very useful way of enabling ubiquitous large screens to become interfaces for mobile terminals."	C-blink: a hue-difference-based light signal marker for large screen interaction via any mobile terminal.
7393	['Florian Block', 'Daniel Wigdor', 'Brenda Caldwell Phillips', 'Michael S. Horn', 'Chia Shen']	FlowBlocks: a multi-touch ui for crowd interaction.	497-508	2012	UIST	UIST	['https://doi.org/10.1145/2380116.2380178']	conf/uist/2012	['db/conf/uist/uist2012.html#BlockWPHS12']												Multi-touch technology lends itself to collaborative crowd interaction (CI). However, common tap-operated widgets are impractical for CI, since they are susceptible to accidental touches and interference from other users. We present a novel multi-touch interface called FlowBlocks in which every UI action is invoked through a small sequence of user actions: dragging parametric UI-Blocks, and dropping them over operational UI-Docks. The FlowBlocks approach is advantageous for CI because it a) makes accidental touches inconsequential; and b) introduces design parameters for mutual awareness, concurrent input, and conflict management. FlowBlocks was successfully used on the floor of a busy natural history museum. We present the complete design space and describe a year-long iterative design and evaluation process which employed the Rapid Iterative Test and Evaluation (RITE) method in a museum setting.	['Human computer interaction (HCI)', 'Human-centered computing']	9	['Florian Block', 'Daniel Wigdor', 'Brenda Caldwell Phillips', 'Michael S. Horn', 'Chia Shen']	['Human Computer Interaction', 'Human-centered Computing']	9.0	Multi-touch technology lends itself to collaborative crowd interaction (CI). However, common tap-operated widgets are impractical for CI, since they are susceptible to accidental touches and interference from other users. We present a novel multi-touch interface called FlowBlocks in which every UI action is invoked through a small sequence of user actions: dragging parametric UI-Blocks, and dropping them over operational UI-Docks. The FlowBlocks approach is advantageous for CI because it a) makes accidental touches inconsequential; and b) introduces design parameters for mutual awareness, concurrent input, and conflict management. FlowBlocks was successfully used on the floor of a busy natural history museum. We present the complete design space and describe a year-long iterative design and evaluation process which employed the Rapid Iterative Test and Evaluation (RITE) method in a museum setting.	FlowBlocks: a multi-touch ui for crowd interaction.
7395	['Rorik Henrikson', 'Bruno Rodrigues De Ara', 'Fanny Chevalier', 'Karan Singh', 'Ravin Balakrishnan']	Multi-Device Storyboards for Cinematic Narratives in VR.	787-796	2016	UIST	UIST	['https://doi.org/10.1145/2984511.2984539']	conf/uist/2016	['db/conf/uist/uist2016.html#HenriksonACSB16']												Virtual Reality (VR) narratives have the unprecedented potential to connect with an audience through presence, placing viewers within the narrative. The onset of consumer VR has resulted in an explosion of interest in immersive storytelling. Planning narratives for VR, however, is a grand challenge due to its unique affordances, its evolving cinematic vocabulary, and most importantly the lack of supporting tools to explore the creative process in VR.	['Human computer interaction (HCI)', 'Human-centered computing']	20	['Rorik Henrikson', 'Bruno Rodrigues De Ara', 'Fanny Chevalier', 'Karan Singh', 'Ravin Balakrishnan']	['Human Computer Interaction', 'Human-centered Computing']	20.0	Virtual Reality (VR) narratives have the unprecedented potential to connect with an audience through presence, placing viewers within the narrative. The onset of consumer VR has resulted in an explosion of interest in immersive storytelling. Planning narratives for VR, however, is a grand challenge due to its unique affordances, its evolving cinematic vocabulary, and most importantly the lack of supporting tools to explore the creative process in VR.	Multi-Device Storyboards for Cinematic Narratives in VR.
7396	['Takatoshi Yoshida', 'Xiaoyan Shen', 'Koichi Yoshino', 'Ken Nakagaki', 'Hiroshi Ishii 0001']	SCALE: Enhancing Force-based Interaction by Processing Load Data from Load Sensitive Modules.	901-911	2019	UIST	UIST	['https://doi.org/10.1145/3332165.3347935']	conf/uist/2019	['db/conf/uist/uist2019.html#YoshidaSYNI19']												SCALE provides a framework for load data from distributed load-sensitive modules for exploring force-based interaction. Force conveys not only the force vector itself but also rich information about activities, including way of touching, object location and body motion. Our system captures these interactions on a single pipeline of load data processing. Furthermore, we have expanded the interaction area from a flat 2D surface to 3D volume by building a mathematical framework, which enables us to capture the vertical height of a touch point. These technical invention opens broad applications, including general shape capturing and motion recognition. We have packaged the framework into a physical prototyping kit, and conducted a workshop with product designers to evaluate our system in practical scenarios.	['Human computer interaction (HCI)', 'Interaction design theory', 'Interaction design', 'Interactive systems and tools', 'User interface toolkits', 'Human-centered computing']	1	['Takatoshi Yoshida', 'Xiaoyan Shen', 'Koichi Yoshino', 'Ken Nakagaki', 'Hiroshi Ishii 0001']	['Interaction Design', 'Human-centered Computing', 'Interactive Systems And Tools', 'Interaction Design Theory', 'User Interface Toolkits', 'Human Computer Interaction']	1.0	SCALE provides a framework for load data from distributed load-sensitive modules for exploring force-based interaction. Force conveys not only the force vector itself but also rich information about activities, including way of touching, object location and body motion. Our system captures these interactions on a single pipeline of load data processing. Furthermore, we have expanded the interaction area from a flat 2D surface to 3D volume by building a mathematical framework, which enables us to capture the vertical height of a touch point. These technical invention opens broad applications, including general shape capturing and motion recognition. We have packaged the framework into a physical prototyping kit, and conducted a workshop with product designers to evaluate our system in practical scenarios.	SCALE: Enhancing Force-based Interaction by Processing Load Data from Load Sensitive Modules.
